the_geom,MeterNo,MeterType,LONG,LAT,Status,Borough,X,Y
POINT (-73.86829952660929 40.865638688858276),2233012,Strada,-73.8682995266,40.8656386889,Active,Bronx,1020677.27097,254680.548103
POINT (-73.86746629594408 40.8660496478452),2233038,Strada,-73.8674662959,40.8660496478,Active,Bronx,1020907.50902,254830.623918
POINT (-73.86743488124165 40.86692499258245),2233037,Strada,-73.8674348812,40.8669249926,Active,Bronx,1020915.71537,255149.558976
POINT (-73.86741467198344 40.867471827920525),2233036,Strada,-73.867414672,40.8674718279,Active,Bronx,1020921.00342,255348.800704
POINT (-73.86764242677928 40.867829980996305),2233035,Strada,-73.8676424268,40.867829981,Active,Bronx,1020857.81293,255479.194472
POINT (-73.86782350849427 40.86796997070181),2233034,Strada,-73.8678235085,40.8679699707,Active,Bronx,1020807.65194,255530.122519
POINT (-73.86741287408415 40.86811000123175),2233033,Strada,-73.8674128741,40.8681100012,Active,Bronx,1020921.14876,255581.312706
POINT (-73.86739967859558 40.868518132168504),2233032,Strada,-73.8673996786,40.8685181322,Active,Bronx,1020924.57329,255730.016149
POINT (-73.86713363127572 40.86840428608433),2233044,Strada,-73.8671336313,40.8684042861,Active,Bronx,1020998.21947,255688.649105
POINT (-73.8671584064895 40.86747147014781),2233043,Strada,-73.8671584065,40.8674714701,Active,Bronx,1020991.88254,255348.777738
POINT (-73.8671795642885 40.86682315251837),2233042,Strada,-73.8671795643,40.8668231525,Active,Bronx,1020986.38879,255112.561675
POINT (-73.86719525872942 40.86634679422213),2233041,Strada,-73.8671952587,40.8663467942,Active,Bronx,1020982.31104,254938.999358
POINT (-73.86721655297609 40.865784235699294),2233040,Strada,-73.867216553,40.8657842357,Active,Bronx,1020976.73198,254734.028639
POINT (-73.86868959404526 40.86548462460165),2233020,Strada,-73.868689594,40.8654846246,Active,Bronx,1020569.46573,254624.254581
POINT (-73.86805244424721 40.86549729975954),2233019,Strada,-73.8680524442,40.8654972998,Active,Bronx,1020745.68946,254629.137445
POINT (-73.86673545233769 40.865522831553555),2233018,Strada,-73.8667354523,40.8655228316,Active,Bronx,1021109.94497,254638.9911
POINT (-73.86638802788825 40.86564602746633),2233027,Strada,-73.8663880279,40.8656460275,Active,Bronx,1021205.97135,254684.022506
POINT (-73.86627905954694 40.86574693263765),2233030,Strada,-73.8662790595,40.8657469326,Active,Bronx,1021236.05495,254720.832143
POINT (-73.86599887946585 40.86554103558115),2233017,Strada,-73.8659988795,40.8655410356,Active,Bronx,1021313.66503,254645.934327
POINT (-73.8653370947197 40.86570289007723),2233023,Strada,-73.8653370947,40.8657028901,Active,Bronx,1021496.61874,254705.184865
POINT (-73.86478678356754 40.86556574660464),2233016,Strada,-73.8647867836,40.8655657466,Active,Bronx,1021648.90715,254655.452681
POINT (-73.86396106484 40.86558212579734),2233015,Strada,-73.8639610648,40.8655821258,Active,Bronx,1021877.28497,254661.773862
POINT (-73.86311102271598 40.86559883132467),2233014,Strada,-73.8631110227,40.8655988313,Active,Bronx,1022112.39014,254668.226605
POINT (-73.8626292711086 40.86574196804),2233025,Strada,-73.8626292711,40.865741968,Active,Bronx,1022245.55687,254720.585425
POINT (-73.86250512301258 40.865850530960714),2233026,Strada,-73.862505123,40.865850531,Active,Bronx,1022279.83305,254760.192957
POINT (-73.85837351676366 40.865573092229596),2233013,Strada,-73.8583735168,40.8655730922,Active,Bronx,1023422.76023,254660.932001
POINT (-73.85815095524615 40.865401414095544),2233008,Strada,-73.8581509552,40.8654014141,Active,Bronx,1023484.42021,254598.48265
POINT (-73.86287508559825 40.86543923643259),2233007,Strada,-73.8628750856,40.8654392364,Active,Bronx,1022177.73942,254610.182102
POINT (-73.86397070685915 40.86541701245674),2233006,Strada,-73.8639707069,40.8654170125,Active,Bronx,1021874.71148,254601.612565
POINT (-73.86452736138955 40.86529024077121),2233024,Strada,-73.8645273614,40.8652902408,Active,Bronx,1021720.81645,254555.186149
POINT (-73.8647167058934 40.86540262799521),2233005,Strada,-73.8647167059,40.865402628,Active,Bronx,1021668.38184,254596.052209
POINT (-73.86535404352745 40.86522325109768),2233022,Strada,-73.8653540435,40.8652232511,Inactive,Bronx,1021492.19945,254530.426684
POINT (-73.86546284877815 40.86521671618563),2233021,Strada,-73.8654628488,40.8652167162,Inactive,Bronx,1021462.10831,254527.999524
POINT (-73.86582809776716 40.865378893850576),2233004,Strada,-73.8658280978,40.8653788939,Active,Bronx,1021360.99237,254586.932149
POINT (-73.86629017686757 40.865254055869954),2233029,Strada,-73.8662901769,40.8652540559,Active,Bronx,1021233.25411,254541.253434
POINT (-73.86641130511346 40.86517310161475),2233028,Strada,-73.8664113051,40.8651731016,Active,Bronx,1021199.79584,254511.707562
POINT (-73.86671482424981 40.865359844202466),2233003,Strada,-73.8667148242,40.8653598442,Active,Bronx,1021115.74089,254579.617203
POINT (-73.86750044469193 40.86499233682111),2233039,Strada,-73.8675004447,40.8649923368,Active,Bronx,1020898.64651,254445.390437
POINT (-73.86784155004726 40.86533515295722),2233002,Strada,-73.86784155,40.865335153,Active,Bronx,1020804.11028,254570.149046
POINT (-73.86831590636758 40.865178646183516),2233010,Strada,-73.8683159064,40.8651786462,Active,Bronx,1020672.99243,254512.93
POINT (-73.86843645102844 40.86514673524259),2233009,Strada,-73.868436451,40.8651467352,Active,Bronx,1020639.66802,254501.253514
POINT (-73.86873084911807 40.86531980348531),2233001,Strada,-73.8687308491,40.8653198035,Active,Bronx,1020558.14489,254564.186787
POINT (-73.86000685505375 40.841809922752574),2173041,Strada,-73.8600068551,40.8418099228,Active,Bronx,1022984.82869,246002.385669
POINT (-73.85908904558195 40.84191462312753),2173040,Strada,-73.8590890456,40.8419146231,Active,Bronx,1023238.71663,246040.93907
POINT (-73.85820997769484 40.84201696041243),2173039,Strada,-73.8582099777,40.8420169604,Active,Bronx,1023481.88576,246078.616816
POINT (-73.856088244831 40.84225373268903),2173038,Strada,-73.8560882448,40.8422537327,Active,Bronx,1024068.80585,246165.839083
POINT (-73.85470386396219 40.84241029771239),2173037,Strada,-73.854703864,40.8424102977,Active,Bronx,1024451.7539,246223.513836
POINT (-73.8538110557109 40.84260307122051),2173036,Strada,-73.8538110557,40.8426030712,Active,Bronx,1024698.66614,246294.159364
POINT (-73.85351635624318 40.84254611119642),2173035,Strada,-73.8535163562,40.8425461112,Active,Bronx,1024780.24045,246273.542936
POINT (-73.85145007811957 40.84278245255976),2173034,Strada,-73.8514500781,40.8427824526,Active,Bronx,1025351.80788,246360.613628
POINT (-73.85696562595355 40.836788216350506),2173021,Strada,-73.856965626,40.8367882164,Active,Bronx,1023829.29583,244174.152449
POINT (-73.85476501216931 40.836157752802954),2173059,Strada,-73.8547650122,40.8361577528,Active,Bronx,1024438.61187,243945.453432
POINT (-73.85369861280695 40.836135839509694),2173058,Strada,-73.8536986128,40.8361358395,Active,Bronx,1024733.71298,243937.960664
POINT (-73.8554195312136 40.83594353512299),2173057,Strada,-73.8554195312,40.8359435351,Active,Bronx,1024257.62601,243867.106475
POINT (-73.85535706700651 40.835640938174414),2173056,Strada,-73.855357067,40.8356409382,Active,Bronx,1024275.09284,243756.887864
POINT (-73.85534747824228 40.83536363577742),2173055,Strada,-73.8553474782,40.8353636358,Active,Bronx,1024277.91304,243655.860835
POINT (-73.85603945790271 40.83550890138796),2173060,Strada,-73.8560394579,40.8355089014,Active,Bronx,1024086.34322,243708.470966
POINT (-74.076022355883 40.638269355500704),5023011,Strada,-74.0760223559,40.6382693555,Active,Staten Island,963150.942449,171824.26959
POINT (-74.07790740100731 40.63711844698511),5023009,Strada,-74.077907401,40.637118447,Active,Staten Island,962627.398876,171405.422331
POINT (-74.07791810086549 40.63845129985676),5023048,Strada,-74.0779181009,40.6384512999,Active,Staten Island,962624.861152,171891.019129
POINT (-74.07955582113748 40.63813852142396),5023057,Strada,-74.0795558211,40.6381385214,Active,Staten Island,962170.230171,171777.47408
POINT (-74.08002169685957 40.63768876888836),5023059,Strada,-74.0800216969,40.6376887689,Active,Staten Island,962040.782267,171613.734906
POINT (-74.07962847332482 40.63791583760231),5023058,Strada,-74.0796284733,40.6379158376,Active,Staten Island,962149.992679,171696.362694
POINT (-74.0780248726935 40.63727437147308),5023008,Strada,-74.0780248727,40.6372743715,Active,Staten Island,962594.84612,171462.258831
POINT (-74.07768669317218 40.63713682821972),5023007,Strada,-74.0776866932,40.6371368282,Active,Staten Island,962688.660565,171412.064706
POINT (-74.07775355388272 40.63751609249842),5023006,Strada,-74.0777535539,40.6375160925,Active,Staten Island,962670.226547,171550.257343
POINT (-74.07805937794366 40.6443893173738),5023029,Strada,-74.0780593779,40.6443893174,Active,Staten Island,962587.579402,174054.434421
POINT (-74.07834671716535 40.64483058132324),5023028,Strada,-74.0783467172,40.6448305813,Active,Staten Island,962507.983105,174215.270058
POINT (-74.07925087295527 40.63825785356186),5023056,Strada,-74.079250873,40.6382578536,Active,Staten Island,962254.904215,171820.873272
POINT (-74.07835410846135 40.638314848711204),5023055,Strada,-74.0783541085,40.6383148487,Active,Staten Island,962503.808572,171841.414241
POINT (-74.07904442036264 40.642010487546884),5023036,Strada,-74.0790444204,40.6420104875,Active,Staten Island,962313.43625,173188.007348
POINT (-74.07748211787532 40.64168405737045),5023049,Strada,-74.0774821179,40.6416840574,Active,Staten Island,962746.904215,173068.692626
POINT (-74.07619409752883 40.64184878898983),5023019,Strada,-74.0761940975,40.641848789,Inactive,Staten Island,963104.41203,173128.395263
POINT (-74.07660742223352 40.64200061739447),5023018,Strada,-74.0766074222,40.6420006174,Inactive,Staten Island,962989.753467,173183.810506
POINT (-74.07622080407515 40.63832053210361),5023054,Strada,-74.0762208041,40.6383205321,Active,Staten Island,963095.881863,171842.962466
POINT (-74.07633525338484 40.63878214597735),5023053,Strada,-74.0763352534,40.638782146,Active,Staten Island,963064.264472,172011.168495
POINT (-74.07647508369212 40.63935520547004),5023052,Strada,-74.0764750837,40.6393552055,Active,Staten Island,963025.638894,172219.983366
POINT (-74.07659809063293 40.63986733245006),5023051,Strada,-74.0765980906,40.6398673325,Active,Staten Island,962991.663568,172406.594869
POINT (-74.07670651535356 40.64031690275117),5023050,Strada,-74.0767065154,40.6403169028,Active,Staten Island,962961.715793,172570.411799
POINT (-74.07568274896352 40.63939430881207),5023013,Strada,-74.075682749,40.6393943088,Active,Staten Island,963245.550199,172234.038784
POINT (-74.07579721958189 40.63896363497369),5023012,Strada,-74.0757972196,40.638963635,Active,Staten Island,963213.645079,172077.160161
POINT (-74.07617845684665 40.63950720373379),5023014,Strada,-74.0761784568,40.6395072037,Active,Staten Island,963108.010776,172275.288701
POINT (-74.07585897934979 40.64080550384658),5023021,Strada,-74.0758589793,40.6408055038,Active,Staten Island,963197.085729,172748.217546
POINT (-74.076027077288 40.64143600630506),5023020,Strada,-74.0760270773,40.6414360063,Active,Staten Island,963150.633394,172977.967086
POINT (-74.07718872643964 40.638370240768545),5023047,Strada,-74.0771887264,40.6383702408,Active,Staten Island,962827.263306,171861.307902
POINT (-74.07730832186738 40.6388884973683),5023046,Strada,-74.0773083219,40.6388884974,Active,Staten Island,962794.237782,172050.152013
POINT (-74.07743724068723 40.63942436258819),5023045,Strada,-74.0774372407,40.6394243626,Active,Staten Island,962758.630897,172245.413761
POINT (-74.07756607073416 40.6399664862995),5023044,Strada,-74.0775660707,40.6399664863,Active,Staten Island,962723.051244,172442.955689
POINT (-74.07767922102012 40.64043305879369),5023043,Strada,-74.077679221,40.6404330588,Active,Staten Island,962691.799338,172612.968472
POINT (-74.0778631870202 40.64119226803775),5023042,Strada,-74.077863187,40.641192268,Active,Staten Island,962640.9894,172889.614244
POINT (-74.0770065996618 40.63816603871034),5023041,Strada,-74.0770065997,40.6381660387,Active,Staten Island,962877.744832,171786.867106
POINT (-74.0771846763296 40.63890768313776),5023040,Strada,-74.0771846763,40.6389076831,Active,Staten Island,962828.559891,172057.111644
POINT (-74.07731523347474 40.63944324481862),5023039,Strada,-74.0773152335,40.6394432448,Active,Staten Island,962792.497956,172252.263157
POINT (-74.07747241654248 40.64009536415621),5023038,Strada,-74.0774724165,40.6400953642,Active,Staten Island,962749.084657,172489.886369
POINT (-74.07665266883117 40.64063045968832),5023016,Strada,-74.0766526688,40.6406304597,Active,Staten Island,962976.759726,172684.63598
POINT (-74.07648662920579 40.63995090725481),5023015,Strada,-74.0764866292,40.6399509073,Active,Staten Island,963022.624136,172437.016396
POINT (-74.07624319033368 40.639615181677044),5023022,Strada,-74.0762431903,40.6396151817,Active,Staten Island,963090.079381,172314.64361
POINT (-74.07659853601909 40.643358183924434),5023037,Strada,-74.076598536,40.6433581839,Active,Staten Island,962992.652083,173678.40663
POINT (-74.07656274996462 40.64242328666238),5023033,Strada,-74.07656275,40.6424232867,Active,Staten Island,963002.285594,173337.789529
POINT (-74.07687001810702 40.64282654643541),5023032,Strada,-74.0768700181,40.6428265464,Active,Staten Island,962917.141407,173484.782673
POINT (-74.07745770480709 40.64359678165801),5023031,Strada,-74.0774577048,40.6435967817,Active,Staten Island,962754.295604,173765.543923
POINT (-74.07750150817455 40.64379819093229),5023030,Strada,-74.0775015082,40.6437981909,Active,Staten Island,962742.204421,173838.93354
POINT (-74.07749875028742 40.64184715351314),5023035,Strada,-74.0774987503,40.6418471535,Active,Staten Island,962742.340904,173128.117048
POINT (-74.07682955232566 40.642139544405296),5023034,Strada,-74.0768295523,40.6421395444,Active,Staten Island,962928.151884,173234.479368
POINT (-74.07567921711274 40.64120310136657),5023027,Strada,-74.0756792171,40.6412031014,Active,Staten Island,963247.099737,172893.02992
POINT (-74.07558121762378 40.64071294411515),5023026,Strada,-74.0755812176,40.6407129441,Active,Staten Island,963274.14299,172714.428899
POINT (-74.0753955534943 40.63995419878063),5023025,Strada,-74.0753955535,40.6399541988,Active,Staten Island,963325.431929,172437.953074
POINT (-74.0756248029568 40.63877077358174),5023024,Strada,-74.075624803,40.6387707736,Active,Staten Island,963261.435994,172006.854199
POINT (-74.07581060533774 40.63809206242962),5023023,Strada,-74.0758106053,40.6380920624,Active,Staten Island,963209.655258,171759.626019
POINT (-74.07630856248538 40.6364680061034),5023005,Strada,-74.0763085625,40.6364680061,Active,Staten Island,963070.937687,171168.058632
POINT (-74.07669204139371 40.63721817162105),5023004,Strada,-74.0766920414,40.6372181716,Active,Staten Island,962964.74433,171441.457036
POINT (-74.07653434634058 40.63727588289805),5023003,Strada,-74.0765343463,40.6372758829,Active,Staten Island,963008.529676,171462.444527
POINT (-74.07933058879313 40.63795606436704),5023002,Strada,-74.0793305888,40.6379560644,Active,Staten Island,962232.680506,171710.943373
POINT (-74.07984698841695 40.63766068877902),5023001,Strada,-74.0798469884,40.6376606888,Active,Staten Island,962089.261501,171603.460321
POINT (-73.89015281418087 40.82545571879553),2033007,Strada,-73.8901528142,40.8254557188,Active,Bronx,1014651.19312,240032.054106
POINT (-73.89357737539032 40.824037279801914),2033009,Strada,-73.8935773754,40.8240372798,Active,Bronx,1013704.04344,239514.095496
POINT (-73.89223414728312 40.82004011454171),2033002,Strada,-73.8922341473,40.8200401145,Active,Bronx,1014077.59322,238058.238828
POINT (-73.89259952033183 40.8196874876514),2033001,Strada,-73.8925995203,40.8196874877,Active,Bronx,1013976.62229,237929.640004
POINT (-73.89287201633087 40.81968722425687),2033020,Strada,-73.8928720163,40.8196872243,Active,Bronx,1013901.2002,237929.451684
POINT (-73.89231849317679 40.820221908214684),2033019,Strada,-73.8923184932,40.8202219082,Active,Bronx,1014054.16643,238124.444076
POINT (-73.89346670869493 40.82374649289444),2033012,Strada,-73.8934667087,40.8237464929,Active,Bronx,1013734.80093,239408.188556
POINT (-73.89434205236662 40.82352987161756),2033011,Strada,-73.8943420524,40.8235298716,Active,Bronx,1013492.63081,239328.972179
POINT (-73.89395527403076 40.823790355253436),2033010,Strada,-73.893955274,40.8237903553,Active,Bronx,1013599.56334,239424.005125
POINT (-73.89252929535157 40.824465895832866),2033008,Strada,-73.8925292954,40.8244658958,Active,Bronx,1013993.92344,239670.609947
POINT (-73.89253110909335 40.82422439342519),2033013,Strada,-73.8925311091,40.8242243934,Active,Bronx,1013993.52941,239582.621278
POINT (-73.89261410038597 40.821055779215605),2033022,Strada,-73.8926141004,40.8210557792,Active,Bronx,1013971.97565,238428.152786
