the_geom,MeterNo,MeterType,LONG,LAT,Status,Borough,X,Y
POINT (-73.95453060308915 40.731281346038124),3473006,Strada,-73.9545306031,40.731281346,Active,Brooklyn,996851.875703,205705.357668
POINT (-73.95462065314715 40.73184035055259),3473005,Strada,-73.9546206531,40.7318403506,Active,Brooklyn,996826.812761,205909.007523
POINT (-73.95478425073142 40.732829447705),3473004,Strada,-73.9547842507,40.7328294477,Active,Brooklyn,996781.285949,206269.343088
POINT (-73.95487013206255 40.733351771666854),3473003,Strada,-73.9548701321,40.7333517717,Active,Brooklyn,996757.386391,206459.629781
POINT (-73.9549491304499 40.733850152825084),3473002,Strada,-73.9549491304,40.7338501528,Active,Brooklyn,996735.39923,206641.194379
POINT (-73.95522217178629 40.73549607192559),3473001,Strada,-73.9552221718,40.7354960719,Active,Brooklyn,996659.42202,207240.815555
POINT (-73.88406683942486 40.853976811852185),2131194,Strada,-73.8840668394,40.8539768119,Active,Bronx,1016321.78755,250425.515275
POINT (-73.88496959573474 40.85424085452632),2131193,Strada,-73.8849695957,40.8542408545,Active,Bronx,1016071.92256,250521.386802
POINT (-73.88573489837678 40.854579573214714),2131192,Strada,-73.8857348984,40.8545795732,Active,Bronx,1015860.04897,250644.517789
POINT (-73.88660932704069 40.85500156351482),2131187,Strada,-73.886609327,40.8550015635,Active,Bronx,1015617.95005,250797.950553
POINT (-73.8872674652557 40.855326778089136),2131186,Strada,-73.8872674653,40.8553267781,Active,Bronx,1015435.73289,250916.203598
POINT (-73.88804881531158 40.85574408021232),2131185,Strada,-73.8880488153,40.8557440802,Active,Bronx,1015219.39015,251067.965433
POINT (-73.88801036564814 40.85586588569886),2131180,Strada,-73.8880103656,40.8558658857,Active,Bronx,1015229.96985,251112.357405
POINT (-73.8872445405983 40.85545389068868),2131179,Strada,-73.8872445406,40.8554538907,Active,Bronx,1015442.01503,250962.523715
POINT (-73.88667238405135 40.855177722915634),2131174,Strada,-73.8866723841,40.8551777229,Active,Bronx,1015600.42318,250862.109546
POINT (-73.88579833388678 40.85475404956436),2131173,Strada,-73.8857983339,40.8547540496,Active,Bronx,1015842.41745,250708.063266
POINT (-73.88490318753149 40.854341076062255),2131170,Strada,-73.8849031875,40.8543410761,Active,Bronx,1016090.24569,250557.925443
POINT (-73.88405905166361 40.85409495305677),2131169,Strada,-73.8840590517,40.8540949531,Active,Bronx,1016323.88499,250468.561448
POINT (-73.88317347931796 40.85383978328901),2131168,Strada,-73.8831734793,40.8538397833,Active,Bronx,1016568.99342,250375.918917
POINT (-73.87845504274115 40.886255735069675),2073028,Strada,-73.8784550427,40.8862557351,Active,Bronx,1017857.91768,262188.088534
POINT (-73.87914076289412 40.88531576883725),2073027,Strada,-73.8791407629,40.8853157688,Active,Bronx,1017668.78453,261845.358905
POINT (-73.87963347619846 40.88465419442874),2073026,Strada,-73.8796334762,40.8846541944,Active,Bronx,1017532.87568,261604.133337
POINT (-73.8713678619935 40.87897816032632),2073014,Strada,-73.871367862,40.8789781603,Active,Bronx,1019821.45837,259539.377296
POINT (-73.88104832183167 40.88313310333487),2073089,Strada,-73.8810483218,40.8831331033,Active,Bronx,1017142.40566,261049.404788
POINT (-73.88075215010434 40.88353712634557),2073034,Strada,-73.8807521501,40.8835371263,Active,Bronx,1017224.10235,261196.717814
POINT (-73.88039849237482 40.884015263032865),2073033,Strada,-73.8803984924,40.884015263,Active,Bronx,1017321.65694,261371.055391
POINT (-73.87998923100069 40.88455928525838),2073032,Strada,-73.879989231,40.8845592853,Active,Bronx,1017434.55239,261569.419168
POINT (-73.8795973372722 40.88509661997896),2073031,Strada,-73.8795973373,40.88509662,Active,Bronx,1017542.64699,261765.340364
POINT (-73.87913753922471 40.885707955378784),2073030,Strada,-73.8791375392,40.8857079554,Active,Bronx,1017669.47875,261988.249367
POINT (-73.87879489149326 40.886168083376674),2073029,Strada,-73.8787948915,40.8861680834,Active,Bronx,1017763.99169,262156.02331
POINT (-73.87960580138477 40.87660505717355),2073083,Strada,-73.8796058014,40.8766050572,Active,Bronx,1017544.55873,258671.524045
POINT (-73.87963014159672 40.87568911933115),2073057,Strada,-73.8796301416,40.8756891193,Active,Bronx,1017538.2861,258337.8026
POINT (-73.87723193674657 40.88037897329381),2073008,Strada,-73.8772319367,40.8803789733,Active,Bronx,1018199.1145,260047.421884
POINT (-73.8805290738435 40.87983942048399),2073055,Strada,-73.8805290738,40.8798394205,Active,Bronx,1017287.6242,259849.580744
POINT (-73.88102348368045 40.87959895260178),2073054,Strada,-73.8810234837,40.8795989526,Active,Bronx,1017151.02277,259761.782691
POINT (-73.88084863445256 40.88180494156158),2073004,Strada,-73.8808486345,40.8818049416,Active,Bronx,1017198.2812,260565.577672
POINT (-73.88149651807426 40.88002604893452),2073056,Strada,-73.8814965181,40.8800260489,Active,Bronx,1017020.00236,259917.213483
POINT (-73.88163986628604 40.880654504068175),2073048,Strada,-73.8816398663,40.8806545041,Active,Bronx,1016980.05264,260146.131004
POINT (-73.88171424314574 40.88043278662529),2073047,Strada,-73.8817142431,40.8804327866,Active,Bronx,1016959.59435,260065.322767
POINT (-73.87904557696865 40.874924467067245),2073082,Strada,-73.879045577,40.8749244671,Active,Bronx,1017700.33204,258059.432421
POINT (-73.8789463911267 40.87395241886491),2073081,Strada,-73.8789463911,40.8739524189,Active,Bronx,1017728.2516,257705.315019
POINT (-73.87897128312837 40.87378970775123),2073080,Strada,-73.8789712831,40.8737897078,Active,Bronx,1017721.44945,257646.023471
POINT (-73.87834628229888 40.87324066911635),2073079,Strada,-73.8783462823,40.8732406691,Active,Bronx,1017894.57607,257446.226627
POINT (-73.87835907570896 40.87335915091192),2073078,Strada,-73.8783590757,40.8733591509,Active,Bronx,1017890.97798,257489.38927
POINT (-73.87884648379529 40.87292478877094),2073077,Strada,-73.8788464838,40.8729247888,Active,Bronx,1017756.39951,257330.94733
POINT (-73.87902376563295 40.87292895491677),2073076,Strada,-73.8790237656,40.8729289549,Active,Bronx,1017707.36811,257332.397458
POINT (-73.87838494257153 40.872330718099214),2073075,Strada,-73.8783849426,40.8723307181,Active,Bronx,1017884.34446,257114.68103
POINT (-73.87827539703105 40.87229015353581),2073074,Strada,-73.878275397,40.8722901535,Active,Bronx,1017914.66133,257099.943855
POINT (-73.87782863735757 40.872713319153256),2073073,Strada,-73.8778286374,40.8727133192,Active,Bronx,1018038.00393,257254.291643
POINT (-73.877877604997 40.87252928403003),2073072,Strada,-73.877877605,40.872529284,Active,Bronx,1018024.55481,257187.221567
POINT (-73.87720590163147 40.872021709387475),2073071,Strada,-73.8772059016,40.8720217094,Active,Bronx,1018210.58233,257002.551989
POINT (-73.8772669695937 40.87209652845091),2073070,Strada,-73.8772669696,40.8720965285,Active,Bronx,1018193.65487,257029.787827
POINT (-73.87772547932035 40.871644013363266),2073069,Strada,-73.8777254793,40.8716440134,Active,Bronx,1018067.07737,256864.741569
POINT (-73.87926545818534 40.87419492784347),2073068,Strada,-73.8792654582,40.8741949278,Active,Bronx,1017639.88957,257793.548767
POINT (-73.87889614633997 40.873437676494305),2073067,Strada,-73.8788961463,40.8734376765,Active,Bronx,1017742.40643,257517.793413
POINT (-73.87830137477121 40.87279803869102),2073066,Strada,-73.8783013748,40.8727980387,Active,Bronx,1017907.21975,257284.976293
POINT (-73.87772736202736 40.87218134618393),2073065,Strada,-73.877727362,40.8721813462,Active,Bronx,1018066.28341,257060.512175
POINT (-73.87713123467651 40.871544812834536),2073064,Strada,-73.8771312347,40.8715448128,Active,Bronx,1018231.47632,256828.828912
POINT (-73.87723293391635 40.8714527830256),2073063,Strada,-73.8772329339,40.871452783,Active,Bronx,1018203.39665,256795.259425
POINT (-73.87784993146796 40.87211653272179),2073062,Strada,-73.8778499315,40.8721165327,Active,Bronx,1018032.41799,257036.850805
POINT (-73.87840887576637 40.87271352226121),2073061,Strada,-73.8784088758,40.8727135223,Active,Bronx,1017877.53181,257254.142365
POINT (-73.87892607449727 40.873270198069456),2073060,Strada,-73.8789260745,40.8732701981,Active,Bronx,1017734.21386,257456.763023
POINT (-73.87939406153816 40.87400624334946),2073059,Strada,-73.8793940615,40.8740062433,Active,Bronx,1017604.41819,257724.754613
POINT (-73.87944546898376 40.874375439784124),2073058,Strada,-73.879445469,40.8743754398,Active,Bronx,1017590.01599,257859.247782
POINT (-73.8804727883669 40.883525491238935),2073025,Strada,-73.8804727884,40.8835254912,Active,Bronx,1017301.35646,261192.583964
POINT (-73.88081719610048 40.88306227841218),2073024,Strada,-73.8808171961,40.8830622784,Active,Bronx,1017206.3514,261023.68732
POINT (-73.88088430708875 40.882600517513225),2073023,Strada,-73.8808843071,40.8826005175,Active,Bronx,1017188.02269,260855.424205
POINT (-73.88023834808521 40.8823764408493),2073022,Strada,-73.8802383481,40.8823764408,Active,Bronx,1017366.7556,260774.027714
POINT (-73.88011988277024 40.88211219412341),2073021,Strada,-73.8801198828,40.8821121941,Active,Bronx,1017399.64563,260677.796935
POINT (-73.87965359112415 40.88181213110901),2073020,Strada,-73.8796535911,40.8818121311,Active,Bronx,1017528.73625,260568.64886
POINT (-73.87907827440235 40.88145891870507),2073019,Strada,-73.8790782744,40.8814589187,Active,Bronx,1017688.00299,260440.178644
POINT (-73.87812614244791 40.88100310257675),2073018,Strada,-73.8781261424,40.8810031026,Active,Bronx,1017951.52314,260274.471627
POINT (-73.87634037836786 40.8801444493678),2073017,Strada,-73.8763403784,40.8801444494,Active,Bronx,1018445.77805,259962.322316
POINT (-73.87563882973576 40.87980932103362),2073016,Strada,-73.8756388297,40.879809321,Active,Bronx,1018639.95155,259840.496445
POINT (-73.87298489316179 40.878870487063594),2073015,Strada,-73.8729848932,40.8788704871,Active,Bronx,1019374.34772,259499.495158
POINT (-73.87152018267875 40.878443632807105),2073087,Strada,-73.8715201827,40.8784436328,Inactive,Bronx,1019779.62184,259344.566006
POINT (-73.87309479183902 40.875075835005404),2073086,Strada,-73.8730947918,40.875075835,Active,Bronx,1019345.95965,258116.909997
POINT (-73.8754148810513 40.872328966290304),2073085,Strada,-73.8754148811,40.8723289663,Active,Bronx,1018705.75686,257115.197105
POINT (-73.87630517096609 40.87145210204837),2073084,Strada,-73.876305171,40.871452102,Inactive,Bronx,1018459.98603,256795.372286
POINT (-73.87210954534582 40.878618652516884),2073013,Strada,-73.8721095453,40.8786186525,Active,Bronx,1019616.54737,259408.094094
POINT (-73.87288837400726 40.8786964605453),2073012,Strada,-73.872888374,40.8786964605,Active,Bronx,1019401.1308,259436.129143
POINT (-73.87386198355804 40.87886267015943),2073011,Strada,-73.8738619836,40.8788626702,Active,Bronx,1019131.80424,259496.296674
POINT (-73.87574737077229 40.8796662648816),2073010,Strada,-73.8757473708,40.8796662649,Active,Bronx,1018610.01034,259788.332835
POINT (-73.87627233554343 40.8799163360243),2073009,Strada,-73.8762723355,40.879916336,Active,Bronx,1018464.71141,259879.238165
POINT (-73.87800995276247 40.880753142246064),2073007,Strada,-73.8780099528,40.8807531422,Active,Bronx,1017983.77963,260183.44589
POINT (-73.87903957972158 40.881244963751854),2073006,Strada,-73.8790395797,40.8812449638,Active,Bronx,1017698.81071,260362.241136
POINT (-73.87992164693979 40.88176660611387),2073005,Strada,-73.8799216469,40.8817666061,Active,Bronx,1017454.63502,260551.960573
POINT (-73.8830054794524 40.880548393564595),2073049,Strada,-73.8830054795,40.8805483936,Active,Bronx,1016602.47236,260106.963431
POINT (-73.88092287337865 40.881881692879645),2073003,Strada,-73.8809228734,40.8818816929,Active,Bronx,1017177.71432,260593.513311
POINT (-73.88087003158236 40.88237733771854),2073002,Strada,-73.8808700316,40.8823773377,Active,Bronx,1017192.08076,260774.116297
POINT (-73.8816981084175 40.88216132511238),2073052,Strada,-73.8816981084,40.8821613251,Active,Bronx,1016963.20556,260695.103987
POINT (-73.88227997696244 40.88165933375831),2073051,Strada,-73.882279977,40.8816593338,Active,Bronx,1016802.55135,260511.991821
POINT (-73.88298508344371 40.88105131678357),2073050,Strada,-73.8829850834,40.8810513168,Active,Bronx,1016607.86769,260290.205847
POINT (-73.88306375895067 40.880435949311966),2073046,Strada,-73.883063759,40.8804359493,Active,Bronx,1016586.41104,260065.974012
POINT (-73.88356007849667 40.880555443344086),2073045,Strada,-73.8835600785,40.8805554433,Active,Bronx,1016449.10587,260109.3276
POINT (-73.88357208925777 40.880120190373525),2073044,Strada,-73.8835720893,40.8801201904,Active,Bronx,1016445.99531,259950.743271
POINT (-73.88370188506879 40.88014465691672),2073043,Strada,-73.8837018851,40.8801446569,Active,Bronx,1016410.09085,259959.609723
POINT (-73.88411678635498 40.88084337984968),2073042,Strada,-73.8841167864,40.8808433798,Active,Bronx,1016295.02087,260214.030146
POINT (-73.88403907742584 40.88093981784945),2073041,Strada,-73.8840390774,40.8809398178,Active,Bronx,1016316.46309,260249.194774
POINT (-73.88373883771006 40.88069066426987),2073040,Strada,-73.8837388377,40.8806906643,Active,Bronx,1016399.60826,260158.528289
POINT (-73.88313345742198 40.88121185924736),2073039,Strada,-73.8831334574,40.8812118592,Active,Bronx,1016566.76016,260348.643066
POINT (-73.88262650750315 40.88164975791545),2073038,Strada,-73.8826265075,40.8816497579,Active,Bronx,1016706.73166,260508.374374
POINT (-73.88214240413964 40.88206776158235),2073037,Strada,-73.8821424041,40.8820677616,Active,Bronx,1016840.39347,260660.849463
POINT (-73.88179361175663 40.88236660529966),2073036,Strada,-73.8817936118,40.8823666053,Active,Bronx,1016936.69577,260769.860071
POINT (-73.88174242186008 40.882895513475134),2073001,Strada,-73.8817424219,40.8828955135,Active,Bronx,1016950.59075,260962.581471
POINT (-73.88179372206173 40.88306062712833),2073035,Strada,-73.8817937221,40.8830606271,Active,Bronx,1016936.32405,261022.719802
POINT (-73.93167631953403 40.66411032571969),3213009,Strada,-73.9316763195,40.6641103257,Active,Brooklyn,1003205.04344,181237.084754
POINT (-73.93160628975028 40.66481130632225),3213008,Strada,-73.9316062898,40.6648113063,Active,Brooklyn,1003224.27241,181492.486802
POINT (-73.93153769522279 40.665561965555),3213007,Strada,-73.9315376952,40.6655619656,Active,Brooklyn,1003243.08864,181765.987896
POINT (-73.93131235906012 40.66574915750376),3213006,Strada,-73.9313123591,40.6657491575,Active,Brooklyn,1003305.54882,181834.236119
POINT (-73.93138407175978 40.66476810139655),3213005,Strada,-73.9313840718,40.6647681014,Active,Brooklyn,1003285.93403,181476.794248
POINT (-73.93143910806091 40.66418166847257),3213004,Strada,-73.9314391081,40.6641816685,Active,Brooklyn,1003270.83268,181263.128337
POINT (-73.93086759996484 40.667766253265974),3213003,Strada,-73.9308676,40.6677662533,Active,Brooklyn,1003428.35533,182569.217917
POINT (-73.93162008506395 40.66780337290994),3213002,Strada,-73.9316200851,40.6678033729,Active,Brooklyn,1003219.59427,182582.577798
POINT (-73.958223609214 40.67014366901464),3203007,Strada,-73.9582236092,40.670143669,Active,Brooklyn,995838.979435,183430.573477
POINT (-73.95852112726087 40.669320125515405),3203009,Strada,-73.9585211273,40.6693201255,Active,Brooklyn,995756.588523,183130.494025
POINT (-73.95840345246559 40.66929175460791),3203008,Strada,-73.9584034525,40.6692917546,Active,Brooklyn,995789.237408,183120.17318
POINT (-73.95811913266894 40.67007636612142),3203006,Strada,-73.9581191327,40.6700763661,Active,Brooklyn,995867.973471,183406.066965
POINT (-73.95979872163696 40.675461132316705),3203010,Strada,-73.9597987216,40.6754611323,Active,Brooklyn,995401.146321,185367.672293
POINT (-73.95782910342894 40.67123847083272),3203004,Strada,-73.9578291034,40.6712384708,Active,Brooklyn,995948.225279,183829.493283
POINT (-73.95754587991586 40.67202002210401),3203003,Strada,-73.9575458799,40.6720200221,Active,Brooklyn,996026.6536,184114.272569
POINT (-73.95773888740902 40.67113074058844),3203005,Strada,-73.9577388874,40.6711307406,Active,Brooklyn,995973.270177,183790.256157
POINT (-73.95750373628114 40.67178575008903),3203002,Strada,-73.9575037363,40.6717857501,Active,Brooklyn,996038.385532,184028.926283
POINT (-73.95737676422941 40.67213607832216),3203001,Strada,-73.9573767642,40.6721360783,Active,Brooklyn,996073.545239,184156.577931
POINT (-73.95937536922712 40.67562519971495),3203011,Strada,-73.9593753692,40.6756251997,Active,Brooklyn,995518.549301,185427.500914
POINT (-73.97236341430252 40.67688042684292),3249901,Strada,-73.9723634143,40.6768804268,Active,Brooklyn,991915.752701,185883.412404
POINT (-73.97327532692093 40.678139270893325),3249900,Strada,-73.9732753269,40.6781392709,Active,Brooklyn,991662.669218,186341.966933
POINT (-73.96857565394058 40.67199167894436),3523014,Strada,-73.9685756539,40.6719916789,Active,Brooklyn,992967.029142,184102.656123
POINT (-73.96280523613802 40.672356838831305),3523013,Strada,-73.9628052361,40.6723568388,Active,Brooklyn,994567.670954,184236.32121
POINT (-73.96293817622329 40.673077569464084),3523012,Strada,-73.9629381762,40.6730775695,Active,Brooklyn,994530.682839,184498.88827
POINT (-73.96311319550657 40.67396738598726),3523011,Strada,-73.9631131955,40.673967386,Active,Brooklyn,994481.997241,184823.053304
POINT (-73.96272951329769 40.67291128586438),3523002,Strada,-73.9627295133,40.6729112859,Active,Brooklyn,994588.590203,184438.330976
POINT (-73.96259402108423 40.67219693789833),3523001,Strada,-73.9625940211,40.6721969379,Inactive,Brooklyn,994626.285994,184178.089699
POINT (-74.10818231541832 40.630065716229765),5043017,Strada,-74.1081823154,40.6300657162,Active,Staten Island,954221.659126,168844.850024
POINT (-74.10829395926979 40.63006871432078),5043016,Strada,-74.1082939593,40.6300687143,Active,Staten Island,954190.671327,168845.980599
POINT (-74.10854666242912 40.630119484190466),5043012,Strada,-74.1085466624,40.6301194842,Active,Staten Island,954120.551061,168864.564224
POINT (-74.10902679715763 40.6298717857762),5043009,Strada,-74.1090267972,40.6298717858,Active,Staten Island,953987.167141,168774.486648
POINT (-74.10942788716102 40.62995828602776),5043008,Strada,-74.1094278872,40.629958286,Active,Staten Island,953875.875041,168806.1398
POINT (-74.10991443076152 40.62974570439137),5043011,Strada,-74.1099144308,40.6297457044,Active,Staten Island,953740.727017,168728.859771
POINT (-74.11001850025303 40.6297409203492),5043010,Strada,-74.1100185003,40.6297409203,Active,Staten Island,953711.837967,168727.153081
POINT (-74.1104661137954 40.62976277183298),5043007,Strada,-74.1104661138,40.6297627718,Active,Staten Island,953587.602652,168735.270519
POINT (-74.11287980165504 40.62941378208863),5043037,Strada,-74.1128798017,40.6294137821,Active,Staten Island,952917.464884,168608.978449
POINT (-74.11239326106958 40.629503210329155),5043036,Strada,-74.1123932611,40.6295032103,Active,Staten Island,953052.55779,168641.385864
POINT (-74.11184330479821 40.62961559124103),5043035,Strada,-74.1118433048,40.6296155912,Active,Staten Island,953205.263521,168682.133814
POINT (-74.11157605405701 40.62955605185324),5043006,Strada,-74.1115760541,40.6295560519,Active,Staten Island,953279.417572,168660.34744
POINT (-74.11226411104518 40.62941611931537),5043005,Strada,-74.112264111,40.6294161193,Active,Staten Island,953088.365789,168609.610337
POINT (-74.11266166782558 40.62934051448467),5043004,Strada,-74.1126616678,40.6293405145,Active,Staten Island,952977.978871,168582.207177
POINT (-74.11490882847438 40.62914852661443),5043039,Strada,-74.1149088285,40.6291485266,Active,Staten Island,952354.132678,168513.07116
POINT (-74.11439047066843 40.629210451793206),5043038,Strada,-74.1143904707,40.6292104518,Active,Staten Island,952498.045447,168535.443819
POINT (-74.11439864842048 40.62909791103135),5043003,Strada,-74.1143986484,40.629097911,Active,Staten Island,952495.721961,168494.445213
POINT (-74.11492919511377 40.629034053721185),5043002,Strada,-74.1149291951,40.6290340537,Active,Staten Island,952348.424684,168471.373081
POINT (-74.11565289548881 40.62894712751167),5043001,Strada,-74.1156528955,40.6289471275,Active,Staten Island,952147.501201,168439.96796
POINT (-74.09850894612929 40.63395047199632),5043044,Strada,-74.0985089461,40.633950472,Active,Staten Island,956908.302375,170257.002056
POINT (-74.1058795354563 40.6346491181656),5043043,Strada,-74.1058795355,40.6346491182,Active,Staten Island,954862.863552,170513.924114
POINT (-74.107359674606 40.63465155309083),5043042,Strada,-74.1073596746,40.6346515531,Active,Staten Island,954452.048429,170515.31125
POINT (-74.10820598249198 40.63465502554473),5043041,Strada,-74.1082059825,40.6346550255,Active,Staten Island,954217.155198,170516.865381
POINT (-74.10578952099642 40.63475383330253),5043047,Strada,-74.105789521,40.6347538333,Active,Staten Island,954887.893358,170552.044444
POINT (-74.10511673248045 40.634756277479894),5043046,Strada,-74.1051167325,40.6347562775,Active,Staten Island,955074.628221,170552.710126
POINT (-74.10698373769182 40.637144741658),5043051,Strada,-74.1069837377,40.6371447417,Active,Staten Island,954557.49999,171423.518751
POINT (-74.10685769776194 40.63655162362004),5043050,Strada,-74.1068576978,40.6365516236,Active,Staten Island,954592.217768,171207.387294
POINT (-74.10671876207842 40.63588070798135),5043049,Strada,-74.1067187621,40.635880708,Active,Staten Island,954630.480815,170962.907796
POINT (-74.10659367648766 40.6352671153766),5043048,Strada,-74.1065936765,40.6352671154,Active,Staten Island,954664.925956,170739.317364
POINT (-74.10674270036891 40.63542990004718),5043053,Strada,-74.1067427004,40.6354299,Active,Staten Island,954623.636669,170798.674529
POINT (-74.10665589265255 40.635016564629524),5043052,Strada,-74.1066558927,40.6350165646,Active,Staten Island,954647.546726,170648.056063
POINT (-74.10759031909178 40.63476296323147),5043055,Strada,-74.1075903191,40.6347629632,Active,Staten Island,954388.08235,170555.979476
POINT (-74.10681615874056 40.6347576461216),5043054,Strada,-74.1068161587,40.6347576461,Active,Staten Island,954602.949702,170553.779349
POINT (-74.10970798735468 40.634778085612716),5043057,Strada,-74.1097079874,40.6347780856,Active,Staten Island,953800.326307,170562.217981
POINT (-74.10929779453306 40.634773865591654),5043056,Strada,-74.1092977945,40.6347738656,Active,Staten Island,953914.174177,170560.538194
POINT (-74.11073281504353 40.63478416151467),5043058,Strada,-74.110732815,40.6347841615,Active,Staten Island,953515.88626,170564.789498
POINT (-74.12264351753784 40.63415891293595),5043061,Strada,-74.1226435175,40.6341589129,Active,Staten Island,950209.730142,170341.39854
POINT (-74.1225122891313 40.63406903325286),5043040,Strada,-74.1225122891,40.6340690333,Active,Staten Island,950246.107366,170308.602018
POINT (-74.1316987029306 40.62501572291298),5043062,Strada,-74.1316987029,40.6250157229,Active,Staten Island,947691.415625,167013.942597
POINT (-74.13009576501432 40.62621565682001),5043064,Strada,-74.130095765,40.6262156568,Active,Staten Island,948137.028251,167450.445005
POINT (-74.13063219841584 40.626401589649916),5043065,Strada,-74.1306321984,40.6264015897,Active,Staten Island,947988.222118,167518.406811
POINT (-74.13040868615181 40.6263196051296),5043063,Strada,-74.1304086862,40.6263196051,Active,Staten Island,948050.221666,167488.445257
POINT (-74.1345155275921 40.62565522831494),5043067,Strada,-74.1345155276,40.6256552283,Active,Staten Island,946909.844354,167248.119294
POINT (-74.13457267840981 40.625579628434124),5043066,Strada,-74.1345726784,40.6255796284,Active,Staten Island,946893.937561,167220.600648
POINT (-74.13523036222469 40.625136126364644),5043068,Strada,-74.1352303622,40.6251361264,Active,Staten Island,946711.121654,167059.302414
POINT (-74.13532738227903 40.62509988870242),5043069,Strada,-74.1353273823,40.6250998887,Active,Staten Island,946684.16928,167046.141679
POINT (-73.92722453453767 40.819064282281104),2353006,Strada,-73.9272245345,40.8190642823,Active,Bronx,1004393.19986,237692.727748
POINT (-73.92655914281337 40.81982978322521),2353005,Strada,-73.9265591428,40.8198297832,Active,Bronx,1004577.13683,237971.780996
POINT (-73.92686405358926 40.81917707103613),2353004,Strada,-73.9268640536,40.819177071,Active,Bronx,1004492.94146,237733.903847
POINT (-73.92789161371452 40.81881342407712),2353007,Strada,-73.9278916137,40.8188134241,Active,Bronx,1004208.63724,237601.178391
POINT (-73.92894342069147 40.81707947067488),2353015,Strada,-73.9289434207,40.8170794707,Active,Bronx,1003918.02364,236969.199011
POINT (-73.92916361322769 40.817489656452366),2353014,Strada,-73.9291636132,40.8174896565,Active,Bronx,1003856.95487,237118.595038
POINT (-73.92913998982519 40.81756670376116),2353013,Strada,-73.9291399898,40.8175667038,Active,Bronx,1003863.47093,237146.671426
POINT (-73.92869333649776 40.81769709140298),2353012,Strada,-73.9286933365,40.8176970914,Active,Bronx,1003987.06222,237194.276645
POINT (-73.928439992544 40.818479166334285),2353011,Strada,-73.9284399925,40.8184791663,Active,Bronx,1004056.95283,237479.27181
POINT (-73.92861174324885 40.81755462552828),2353010,Strada,-73.9286117432,40.8175546255,Active,Bronx,1004009.68882,237142.38961
POINT (-73.92849936349235 40.817905068905695),2353009,Strada,-73.9284993635,40.8179050689,Active,Bronx,1004040.69039,237270.094079
POINT (-73.92834269837819 40.81839920122885),2353008,Strada,-73.9283426984,40.8183992012,Active,Bronx,1004083.90651,237450.159664
POINT (-73.92787397710673 40.818606803972806),2353016,Strada,-73.9278739771,40.818606804,Active,Bronx,1004213.5808,237525.903279
POINT (-73.92884142288887 40.81529740412978),2353020,Strada,-73.9288414229,40.8152974041,Active,Bronx,1003946.78343,236319.951294
POINT (-73.92862493331513 40.8158516010872),2353019,Strada,-73.9286249333,40.8158516011,Active,Bronx,1004006.54348,236521.913817
POINT (-73.92801485872697 40.81739841983347),2353018,Strada,-73.9280148587,40.8173984198,Active,Bronx,1004174.94833,237085.613477
POINT (-73.92781410791805 40.81782508123591),2353017,Strada,-73.9278141079,40.8178250812,Active,Bronx,1004230.38654,237241.10726
POINT (-73.92731248486471 40.81823544219458),2353003,Strada,-73.9273124849,40.8182354422,Active,Bronx,1004369.10706,237390.731305
POINT (-73.92746109359436 40.817920719383046),2353002,Strada,-73.9274610936,40.8179207194,Active,Bronx,1004328.06876,237276.032387
POINT (-73.927788499889 40.8172236944443),2353001,Strada,-73.9277884999,40.8172236944,Active,Bronx,1004237.65522,237022.006321
POINT (-73.86725506082298 40.87181794833335),2233031,Strada,-73.8672550608,40.8718179483,Active,Bronx,1020962.74973,256932.328048
POINT (-73.86704017139385 40.8718881372078),2233046,Strada,-73.8670401714,40.8718881372,Active,Bronx,1021022.14199,256957.990727
POINT (-73.8667246821247 40.87151889235228),2233057,Strada,-73.8667246821,40.8715188924,Active,Bronx,1021109.60015,256823.59303
POINT (-73.86572935262174 40.87149783321055),2233056,Strada,-73.8657293526,40.8714978332,Active,Bronx,1021384.88733,256816.340748
POINT (-73.8647319157754 40.87147966799138),2233055,Strada,-73.8647319158,40.871479668,Active,Bronx,1021660.75588,256810.146862
POINT (-73.86381218111661 40.87146389743408),2233054,Strada,-73.8638121811,40.8714638974,Active,Bronx,1021915.13332,256804.795167
POINT (-73.86286515923862 40.871446925490226),2233053,Strada,-73.8628651592,40.8714469255,Active,Bronx,1022177.05832,256799.020244
POINT (-73.86205327357612 40.87143130054473),2233052,Strada,-73.8620532736,40.8714313005,Active,Bronx,1022401.6084,256793.680032
POINT (-73.86283224567293 40.871282715452736),2233051,Strada,-73.8628322457,40.8712827155,Active,Bronx,1022186.25482,256739.206387
POINT (-73.86373623161673 40.87129650225639),2233050,Strada,-73.8637362316,40.8712965023,Active,Bronx,1021936.23334,256743.839252
POINT (-73.86476202515901 40.871317769184536),2233049,Strada,-73.8647620252,40.8713177692,Active,Bronx,1021652.51967,256751.147965
POINT (-73.86567728344835 40.87133410687864),2233048,Strada,-73.8656772834,40.8713341069,Active,Bronx,1021399.37943,256756.710946
POINT (-73.86661670681039 40.87135084885548),2233047,Strada,-73.8666167068,40.8713508489,Active,Bronx,1021139.5558,256762.41369
POINT (-73.86705296523958 40.87096085058199),2233045,Strada,-73.8670529652,40.8709608506,Active,Bronx,1021019.11641,256620.138712
POINT (-73.8684201366338 40.86574322388858),2233011,Strada,-73.8684201366,40.8657432239,Active,Bronx,1020643.85404,254718.584116
