NTA_lat,NTA_long,score
40.67122829682977,-73.9839032868623,23.62857142857143
40.67209021092979,-73.77303860760561,22.285714285714285
40.67446900360093,-73.93929053594061,25.06644518272425
40.67559942676986,-73.84704874573309,23.90909090909091
40.67591683093109,-73.74452524140894,25.466666666666665
40.67615527360135,-73.81945921646091,21.807692307692307
40.67663761763486,-73.91364751083654,23.79381443298969
40.67764232716247,-73.96758605431256,32.067796610169495
40.67877154902519,-74.00389956866022,23.058823529411764
40.67895334366065,-73.79098745213146,45.6231884057971
40.68217801866513,-73.8783344135671,28.70414201183432
40.68796681288217,-73.96236332341726,34.62222222222222
40.68816824316435,-73.93188820624536,27.703703703703702
40.68873094404904,-73.85576448007149,37.107142857142854
40.69030234217424,-73.83276348348065,21.753521126760564
40.69079510513449,-73.97488147952565,22.346153846153847
40.69120183503448,-73.76314607498037,27.70149253731343
40.69150749761983,-73.9499050211329,21.484444444444446
40.69292731152471,-73.98598652422982,20.808823529411764
40.69434146001008,-73.73555421066426,35.07142857142857
40.69442746765774,-73.79096387824596,26.742857142857144
40.69454069442224,-73.83092640099397,22.0125
40.69546846088989,-73.99486984638675,23.744588744588743
40.696458816404906,-73.92511472597955,23.58682634730539
40.700560683154535,-73.91776601133527,19.024390243902438
40.70353497043596,-73.87574826054426,19.62962962962963
40.703916526132,-73.95859674795682,34.71910112359551
40.704368757648346,-73.79397966825385,27.435185185185187
40.706531363612704,-73.90171541060506,18.31779661016949
40.70800739748584,-74.01024580889407,22.23160173160173
40.708057064978334,-73.82870070870557,30.139344262295083
40.71063933412504,-73.7611370511429,23.01219512195122
40.71159464381615,-73.80871182405201,20.732558139534884
40.71491531202915,-73.95862346789869,21.421511627906977
40.71536854625292,-73.93679688042977,17.740331491712706
40.71545452531067,-73.74153181008387,25.19736842105263
40.715607062984,-73.99462954009593,26.9800796812749
40.7178410373628,-73.980910550939,22.944444444444443
40.71833790869767,-73.8800535211673,31.27777777777778
40.72065535481476,-73.77610063972261,17.91176470588235
40.720766121035,-74.00474750215801,23.442437923250566
40.72143075227868,-73.84767281529506,28.69377990430622
40.72399512905009,-73.90232988043324,19.70689655172414
40.72615545587401,-73.86333861099067,36.89655172413793
40.72639943341965,-73.81866840459611,22.294117647058822
40.72762033383255,-73.98593461195252,24.66605504587156
40.72833317193866,-73.80244496724222,17.51923076923077
40.729499700807246,-73.94951695167907,19.38362068965517
40.731811743434726,-73.97656325695826,26.555555555555557
40.73304509562114,-74.0015466372372,22.62092624356775
40.73489448639476,-73.78371636114144,23.574257425742573
40.735489628023046,-73.72665578734754,25.035714285714285
40.73682434672817,-73.9840542975779,22.12112676056338
40.73831641714256,-73.89217317475966,29.725
40.739494889149,-73.8771183268101,25.951127819548873
40.73977233207323,-73.93121209200034,25.66321243523316
40.742348941749,-73.85837079063434,33.71951219512195
40.742675812407576,-73.75461549910108,29.25925925925926
40.74308450685255,-73.81964130040596,34.91111111111111
40.74422103839783,-73.9775154803447,21.18954248366013
40.745993478570256,-73.71102517964985,19.788235294117648
40.74758077289947,-73.99901992342878,21.749546279491835
40.74927804184557,-73.90373166031507,23.843478260869563
40.75103562298981,-73.78794881529473,19.65909090909091
40.75257951269893,-73.86303630152253,36.560137457044675
40.7541089694526,-73.80729444050496,23.253164556962027
40.7543131841428,-73.969018457856,22.004405286343612
40.755733929854735,-73.98350302087132,19.110478359908885
40.7573118592526,-73.88532108050227,19.557291666666668
40.75755983715688,-73.93874960665772,24.78523489932886
40.76109341292025,-73.82886536759752,27.120462046204622
40.76149375451989,-73.91969704447682,23.025352112676057
40.76273268441473,-73.77342351074492,21.92820512820513
40.763352201155264,-73.86839559826987,16.1
40.76372843942197,-73.73693765999688,19.0
40.76416511873816,-73.9923992723976,26.277142857142856
40.76496428316049,-73.95508804905873,19.147727272727273
40.76835158791792,-73.80954590112775,19.68421052631579
40.771570382460126,-73.92833316728714,20.74025974025974
40.77472985232449,-73.96117409546248,34.37073170731707
40.774846583393455,-73.98469930623426,22.5188679245283
40.77732494193296,-73.94868255727877,23.918518518518518
40.77741722310929,-73.90540613741359,24.33
40.780923219140085,-73.84280567084586,30.677966101694917
40.783329944305535,-73.78596157151313,18.46153846153846
40.78794252871055,-73.95480022002575,17.13157894736842
40.78819127627854,-73.81564320134655,23.046875
40.79001128708913,-73.94575086002436,24.776470588235295
40.79037998138091,-73.97390784022548,19.460377358490565
40.8011684124129,-73.93734577107963,20.747474747474747
40.80433264424693,-73.95129424485714,22.45578231292517
40.807347132488246,-73.91682138430652,27.520325203252032
40.80788646974493,-73.96254407122397,25.324468085106382
40.81208906407824,-73.88554684118738,61.06896551724138
40.81802267808448,-73.95382231943233,18.5
40.81805458849719,-73.85618761808409,20.736842105263158
40.81825704827704,-73.9407715246055,23.258064516129032
40.81825954558028,-73.91285012599909,25.46206896551724
40.81967506615691,-73.89895677783043,21.723214285714285
40.82333237464716,-73.82358795790547,17.96153846153846
40.82703366691069,-73.94846693409417,17.71186440677966
40.8275124428439,-73.90235187026127,21.966101694915253
40.82790015500255,-73.86968191369107,20.423076923076923
40.82899723894171,-73.92439888928251,18.8
40.83051123046775,-73.91578860603548,26.902439024390244
40.83210042759504,-73.84864267680445,22.582417582417584
40.83399611808212,-73.8858973508187,35.22222222222222
40.83416510207033,-73.87228720813977,29.321428571428573
40.83774661945086,-73.857988846515,32.93103448275862
40.83782589267865,-73.92615881201503,32.19230769230769
40.84170651959694,-73.9413997364771,26.685714285714287
40.84274666378669,-73.90031781559387,23.31111111111111
40.84496706418226,-73.88552387705329,19.615384615384617
40.84659693662345,-73.8064931176088,16.73076923076923
40.84678571296774,-73.85066353057776,20.333333333333332
40.84905813130867,-73.90512194941381,26.14
40.85252203480638,-73.91597420552891,23.942307692307693
40.85440419560324,-73.85439415452791,27.761904761904763
40.85710625070862,-73.9328333834672,25.10377358490566
40.85778148187093,-73.88586708731046,16.046875
40.85815440178615,-73.89953703434388,20.278846153846153
40.864004852787474,-73.86490227801215,23.189873417721518
40.864473327711245,-73.84742993441685,16.555555555555557
40.86526567552461,-73.90591108498285,20.86046511627907
40.86768209053005,-73.8901836362078,21.298969072164947
40.86788284818757,-73.91766203747093,19.03529411764706
40.872461131701534,-73.84799806584263,18.5
40.8739796481424,-73.82827934026612,23.5
40.8765133819302,-73.89562209795781,20.846153846153847
40.877142279045074,-73.87902106926857,24.51818181818182
40.88093721535438,-73.83664062764922,20.46875
40.882156187836735,-73.858949122879,13.755555555555556
40.88240602000621,-73.91066684061103,32.074074074074076
40.8979309523011,-73.85221587988438,15.568627450980392
40.89953496820569,-73.9069847604234,16.533333333333335
40.79113032453567,-73.88265513781992,0.0
40.54577851890854,-74.12835122251354,0.0
